41778,떨떨-하다,형용사,뜻밖의 일로 당황하거나 여러 가지 일이 복잡하여 정신이 매우 얼떨하다.,비슷한말 얼떨떨-하다
41981,떫다,형용사,설익은 감의 맛처럼 거세고 텁텁한 맛이 있다.,
41985,떫디-떫다,형용사,매우 떫다.,
42019,떳떳-스럽다,형용사,보기에 떳떳한 데가 있다.,
42022,떳떳-하다,형용사,굽힐 것이 없이 당당하다.,
42188,떼꾼떼꾼-하다,형용사,눈들이 모두 쑥 들어가고 생기가 없다.,
42189,떼꾼-하다,형용사,눈이 쑥 들어가고 생기가 없다.,"참고 어휘 데꾼-하다, 때꾼-하다"
42609,또깡또깡-하다,형용사,말이나 행동 따위가 똑똑 자른 듯이 매우 분명하다.,
42688,또랑또랑-하다,형용사,조금도 흐리지 않고 아주 밝고 똑똑하다.,참고 어휘 도랑도랑-하다
42704,또려지다,형용사,흐릿하지 않고 분명하다.,
42708,또렷또렷-하다,형용사,여럿이 다 엉클어지거나 흐리지 않고 분명하다.,
42711,또렷-하다,형용사,엉클어지거나 흐리지 않고 분명하다.,"참고 어휘 도렷-하다, 뚜렷-하다"
42726,또록또록-하다,형용사,매우 또렷하다.,
42767,또박또박-하다,형용사,말이나 글씨 따위가 흐리터분하지 않고 조리 있고 또렷하다.,
42826,똑-같다,형용사,"모양, 성질, 분량 따위가 조금도 다른 데가 없다.",
42848,똑-따다,형용사,꼭 맞아떨어지게 알맞다.,
42902,똑똑-하다,형용사,또렷하고 분명하다.,비슷한말 적력-하다(的歷하다)
42924,똑-바르다,형용사,어느 쪽으로도 기울지 않고 곧다.,
42971,똘똘-하다,형용사,매우 똑똑하고 영리하다.,참고 어휘 돌돌-하다
42996,똘망똘망-하다,형용사,조금도 흐리지 않고 아주 밝고 똘똘하다.,
42999,똘박-하다,형용사,단단하고 실하게 박혀 있다.,
43255,똥똥-하다,형용사,키가 작고 살이 쪄 몸이 옆으로 퍼진 듯하다.,
43423,똥짤막-하다,형용사,몹시 짤막하다.,"비슷한말 땅딸-하다, 땅딸막-하다"
43896,뚜렷뚜렷-하다,형용사,여럿이 다 엉클어지거나 흐리지 아니하고 아주 분명하다.,
43900,뚜렷-하다,형용사,엉클어지거나 흐리지 않고 아주 분명하다.,"비슷한말 역력-하다(歷歷하다), 역연-하다(歷然하다)"
44001,뚜-하다,형용사,말이 없고 언짢아하는 기색이 있다.,
44065,뚝뚝-하다,형용사,바탕이 거세고 단단하다.,
44093,뚝별-나다,형용사,아무 일에나 불뚝불뚝 화를 내는 별난 성질이 있다.,
44094,뚝별-스럽다,형용사,보기에 아무 일에나 불뚝불뚝 화를 내는 별난 데가 있다.,
44321,뚱딴지-같다,형용사,행동이나 사고방식 따위가 너무나 엉뚱하다.,
44351,뚱뚱-하다,형용사,살이 쪄서 몸이 옆으로 퍼진 듯하다.,
44385,뚱-하다,형용사,말수가 적고 묵직하며 붙임성이 없다.,비슷한말 꿍-하다
44505,뛰어-나다,형용사,남보다 월등히 훌륭하거나 앞서 있다.,
44702,뜨겁다,형용사,손이나 몸에 상당한 자극을 느낄 정도로 온도가 높다.,"반대말 차갑다
참고 어휘 따갑다"
44706,뜨겁디-뜨겁다,형용사,더할 나위 없이 뜨겁다.,
44738,뜨끈뜨끈-하다,형용사,매우 뜨뜻하고 덥다.,
44740,뜨끈-하다,형용사,꽤 뜨뜻하고 더운 느낌이 있다.,참고 어휘 따끈-하다
44760,뜨끔뜨끔-하다,형용사,갑자기 불에 닿은 것처럼 몹시 뜨겁다.,
44766,뜨끔-하다,형용사,갑자기 불에 닿은 것처럼 뜨겁다.,
44826,뜨다,형용사,행동 따위가 느리고 더디다.,반대말 싸다
44877,뜨뜻무레-하다,형용사,뜨뜻한 기운이 있다.,
44879,뜨뜻미지근-하다,형용사,온도가 아주 뜨겁지도 않고 차지도 않다.,
44883,뜨뜻-하다,형용사,뜨겁지 않을 정도로 온도가 알맞게 높다.,"참고 어휘 따뜻-하다, 따뜻-하다, 뜨듯-하다, 뜨듯-하다"
44956,뜨르르-하다,형용사,어떤 사실이나 소문이 급속히 널리 퍼져 나가는 듯하다.,
44990,뜨막-하다,형용사,사람들의 왕래나 소식 따위가 자주 있지 않다.,비슷한말 뜸-하다
45052,뜨악-하다,형용사,마음이 선뜻 내키지 않아 꺼림칙하고 싫다.,
45055,뜨음-하다,형용사,‘뜸하다’의 본말.,준말 뜸-하다
45128,뜬금-없다,형용사,갑작스럽고도 엉뚱하다.,
45574,뜸지근-하다,형용사,말이나 행동이 느리고 무게가 있다.,참고 어휘 땀지근-하다
45578,뜸직뜸직-하다,형용사,말이나 행동이 한결같이 아주 속이 깊고 무게가 있다.,
45580,뜸직-하다,형용사,말이나 행동이 매우 속이 깊고 무게가 있다.,참고 어휘 땀직-하다
45597,뜸-하다,형용사,자주 있던 왕래나 소식 따위가 한동안 없다.,"본말 뜨음-하다
비슷한말 뜨막-하다"
45607,뜻-깊다,형용사,가치나 중요성이 크다.,
45632,뜻-있다,형용사,일 따위를 하고 싶은 생각이 있다.,
45685,띄엄띄엄-하다,형용사,붙어 있거나 가까이 있지 않고 조금 떨어져 있는 듯하다.,비슷한말 드문드문-하다
45808,띠껍다,형용사,성격이 까다로워 상대방의 태도 따위가 마음에 들지 않는 데가 있다.,
46149,띨띨-하다,형용사,(속되게) 어리석고 모자라는 데가 있다.,
46216,띵-하다,형용사,울리듯 아프고 정신이 흐릿하다.,
,어휘,품사,뜻풀이,관련 어휘
622,기우듬-하다,형용사,조금 기운 듯하다.,"참고 어휘 갸우듬-하다, 끼우듬-하다"
628,기우뚱기우뚱-하다,형용사,여럿이 다 한쪽으로 약간 기울어져 있다.,
631,기우뚱-하다,형용사,물체가 한쪽으로 약간 기울어져 있다.,
655,기우스름-하다,형용사,조금 기울어진 듯하다.,"비슷한말 기웃드름-하다
참고 어휘 갸우스름-하다, 끼우스름-하다"
700,기운-차다,형용사,힘이 가득하고 넘치는 듯하다.,비슷한말 힘-차다
791,기웃기웃-하다,형용사,여럿이 다 한쪽으로 조금 기울어져 있다.,
795,기웃드름-하다,형용사,조금 기운 듯하다.,비슷한말 기우스름-하다
799,기웃-하다,형용사,한쪽으로 조금 기울어져 있다.,
1133,기장-차다,형용사,물건이 곧고 길이가 길다.,
3949,긴가민가-하다,형용사,그런지 그렇지 않은지 분명하지 아니하다.,"본말 기연가미연가-하다(其然가未然가하다)
비슷한말 기연미연-하다(其然未然하다), 의사무사-하다(擬似無似하다)"
4834,길다,형용사,잇닿아 있는 물체의 두 끝이 서로 멀다.,반대말 짧다
4866,길-동그랗다,형용사,모양이 기름하게 동그랗다.,참고 어휘 길-둥그렇다
4867,길-동글다,형용사,모양이 기름하게 동글다.,참고 어휘 길-둥글다
4877,길-둥그렇다,형용사,모양이 기름하게 둥그렇다.,참고 어휘 길-동그랗다
4880,길-둥글다,형용사,모양이 기름하게 둥글다.,참고 어휘 길-동글다
4894,길디-길다,형용사,매우 길다.,"비슷한말 기-다랗다
반대말 짧디-짧다"
5124,길쑴길쑴-하다,형용사,여럿이 다 시원스레 조금 기름하다.,
5125,길쑴-하다,형용사,시원스레 조금 기름하다.,
5299,길쭉길쭉-하다,형용사,여럿이 다 조금 길다.,
5305,길쭉스름-하다,형용사,조금 길쭉하다.,참고 어휘 걀쭉스름-하다
5307,길쭉-하다,형용사,조금 길다.,참고 어휘 걀쭉-하다
5311,길쯔막-하다,형용사,조금 넉넉히 기름하다.,참고 어휘 걀쯔막-하다
5315,길쯤길쯤-하다,형용사,여럿이 다 꽤 기름하다.,
5317,길쯤-하다,형용사,꽤 기름하다.,참고 어휘 걀쯤-하다
5320,길찍길찍-하다,형용사,여럿이 다 길이가 꽤 긴 듯하다.,
5322,길찍-하다,형용사,길이가 꽤 긴 듯하다.,참고 어휘 걀찍-하다
5324,길-차다,형용사,아주 알차게 길다.,
6687,깊다,형용사,겉에서 속까지의 거리가 멀다.,반대말 얕다
6692,깊-다랗다,형용사,겉에서 속까지의 거리가 꽤 멀다.,
6699,깊디-깊다,형용사,아주 깊다.,
6701,깊수룸-하다,형용사,생각이 은근히 깊고 신중하다.,
6706,깊숙-하다,형용사,"위에서 밑바닥까지, 또는 겉에서 속까지의 거리가 멀고 으슥하다.",
6966,까끄름-하다,형용사,편안하지 못하고 불편한 데가 있다.,
6977,까끌까끌-하다,형용사,표면이 매우 거칠고 깔끄럽다.,
6979,까끌-하다,형용사,표면이 거칠고 깔끄럽다.,
7029,까다롭다,형용사,조건 따위가 복잡하거나 엄격하여 다루기에 순탄하지 않다.,
7168,까딱-없다,형용사,아무런 변동이나 탈이 없이 온전하다.,참고 어휘 끄떡-없다
7263,까랑까랑-하다,형용사,목소리가 날카롭고 힘이 있다.,
7480,까마아득-하다,형용사,‘까마득하다’의 본말.,"준말 까마득-하다
참고 어휘 가마아득-하다"
7491,까마죽죽-하다,형용사,빛깔이 검고 칙칙하다.,
7606,까무께-하다,형용사,곱지도 짙지도 않게 깜다.,"참고 어휘 가무께-하다, 꺼무께-하다"
7610,까무끄름-하다,형용사,조금 어둡게 까무스름하다.,"참고 어휘 가무끄름-하다, 꺼무끄름-하다"
7616,까무대대-하다,형용사,산뜻하지 못하고 조금 천박하게 까무스름하다.,"참고 어휘 가무대대-하다, 꺼무데데-하다"
7618,까무댕댕-하다,형용사,고르지 않게 까무스름하다.,"참고 어휘 가무댕댕-하다, 꺼무뎅뎅-하다"
7638,까무레-하다,형용사,엷게 까무스름하다.,"참고 어휘 가무레-하다, 꺼무레-하다"
7645,까무숙숙-하다,형용사,수수하고 알맞게 깜다.,"참고 어휘 가무숙숙-하다, 꺼무숙숙-하다"
7651,까무스레-하다,형용사,조금 깜다.,"비슷한말 까무스름-하다, 까뭇-하다
참고 어휘 가무스레-하다, 꺼무스레-하다"
7653,까무스름-하다,형용사,조금 깜다.,"비슷한말 까무스레-하다, 까뭇-하다
참고 어휘 가무스름-하다, 꺼무스름-하다"
7659,까무잡잡-하다,형용사,약간 짙게 까무스름하다.,참고 어휘 가무잡잡-하다
7664,까무족족-하다,형용사,칙칙하고 고르지 않게 까무스름하다.,"참고 어휘 가무족족-하다, 꺼무죽죽-하다"
7668,까무총총-하다,형용사,꺼림칙하여 보일 정도로 어두침침하게 까무스름하다.,참고 어휘 가무총총-하다
7671,까무칙칙-하다,형용사,산뜻하지 않고 짙게 깜다.,참고 어휘 가무칙칙-하다
7673,까무퇴퇴-하다,형용사,너저분하여 보일 정도로 탁하게 까무스름하다.,참고 어휘 가무퇴퇴-하다
7718,까뭇까뭇-하다,형용사,군데군데 까무스름하다.,
7720,까뭇-하다,형용사,조금 깜다.,"비슷한말 까무스레-하다, 까무스름-하다"
7945,까스스-하다,형용사,사람이나 짐승의 짧은 털이 매우 거칠게 일어나 있다.,
7954,까슬-하다,형용사,몹시 거칠고 빳빳한 느낌이 있다.,
8553,깍듯-하다,형용사,예의범절을 갖추는 태도가 분명하다.,
8692,깎아-지르다,형용사,벼랑 따위가 반듯하게 깎아 세운 듯 가파르다.,
8731,깐깐-스럽다,형용사,행동이나 성격 따위가 까다로울 만큼 빈틈이 없는 데가 있다.,
8735,깐깐-하다,형용사,질기고 차지다.,
8811,깐작깐작-하다,형용사,자꾸 착착 달라붙을 만큼 끈끈하다.,
8825,깐족깐족-하다,형용사,말을 하는 모양새가 조금 밉살스럽고 짓궂은 데가 있다.,
8840,깐죽깐죽-하다,형용사,말을 하는 모양새가 밉살스럽고 짓궂은 데가 있다.,
8852,깐-지다,형용사,성질이 까다로울 정도로 빈틈없고 야무지다.,참고 어휘 끈-지다
8862,깐-질기다,형용사,깐깐하고 검질기다.,참고 어휘 끈-질기다
8864,깐질깐질-하다,형용사,매우 깐깐하고 검질기다.,
8979,깔깔-하다,형용사,감촉이 보드랍지 못하고 까칠까칠하다.,참고 어휘 껄껄-하다
9012,깔끄럽다,형용사,빳빳한 털 따위가 살에 닿아서 따끔거리는 느낌이 있다.,참고 어휘 껄끄럽다
9032,깔끔-스럽다,형용사,생김새 따위가 매끈하고 깨끗한 데가 있다.,
9037,깔끔-하다,형용사,생김새 따위가 매끈하고 깨끗하다.,참고 어휘 끌끔-하다
9052,깔낏-하다,형용사,좀 차갑고 새침하다.,
9126,깔딱-하다,형용사,눈꺼풀이 힘없이 열려 있고 눈알이 폭 들어가 있다.,참고 어휘 껄떡-하다
9251,깔밋잖다,형용사,모양이나 차림새 따위가 깔끔하지 않다.,
9253,깔밋-하다,형용사,모양이나 차림새 따위가 아담하고 깔끔하다.,참고 어휘 끌밋-하다
9355,깔쭉깔쭉-하다,형용사,거칠고 깔끄럽게 따끔거리는 느낌이 있다.,
9445,깜깜-하다,형용사,아주 까맣게 어둡다.,"참고 어휘 껌껌-하다, 캄캄-하다"
9702,깜찍-스럽다,형용사,몸집이나 생김새가 작고 귀여운 느낌이 있다.,
9709,깜찍-하다,형용사,몸집이나 생김새가 작고 귀엽다.,
9920,깡똥-하다,형용사,생긴 모양이 몽똑하다.,
10015,깡총-하다,형용사,키가 작은 데 비하여 다리가 좀 길다.,참고 어휘 껑충-하다
10118,깨고소-하다,형용사,깨가 쏟아지듯이 매우 고소하고 재미나다.,
10270,깨끔-스럽다,형용사,보기에 깨끗하고 아담하다.,
10274,깨끔-하다,형용사,깨끗하고 아담하다.,
10288,깨끗-하다,형용사,사물이 더럽지 않다.,
10338,깨나른-하다,형용사,몸을 움직이고 싶지 않을 만큼 나른하다.,참고 어휘 께느른-하다
10661,깨웃-하다,형용사,한쪽으로 매우 귀엽게 조금 기울어져 있다.,
11033,꺄울딱-하다,형용사,작은 물체가 깜찍하게 한쪽으로 아주 많이 기울어져 있다.,
11070,꺍-하다,형용사,공간 따위가 꽉 차서 더 들어갈 수 없다.,
11168,꺼끌꺼끌-하다,형용사,표면이 매우 거칠고 껄끄럽다.,
11170,꺼끌-하다,형용사,표면이 거칠고 껄끄럽다.,
11325,꺼룩-하다,형용사,액체 따위가 조금 걸쭉하다.,
11345,꺼림직-하다,형용사,마음에 걸려서 언짢고 싫은 느낌이 있다.,비슷한말 꺼림칙-하다
11347,꺼림칙-스럽다,형용사,보기에 꺼림칙한 데가 있다.,
11349,꺼림칙-하다,형용사,마음에 걸려서 언짢고 싫은 느낌이 있다.,비슷한말 꺼림직-하다
11351,꺼림텁텁-하다,형용사,마음이나 배 속이 언짢고 시원하지 않다.,
11352,꺼림-하다,형용사,마음에 걸려서 언짢은 느낌이 있다.,
11410,꺼무께-하다,형용사,곱지도 짙지도 않게 껌다.,"참고 어휘 거무께-하다, 까무께-하다"
11415,꺼무끄름-하다,형용사,조금 어둡게 꺼무스름하다.,"참고 어휘 거무끄름-하다, 까무끄름-하다"
11418,꺼무데데-하다,형용사,산뜻하지 못하고 조금 천박하게 꺼무스름하다.,"참고 어휘 거무데데-하다, 까무대대-하다"
11420,꺼무뎅뎅-하다,형용사,고르지 않게 꺼무스름하다.,"참고 어휘 거무뎅뎅-하다, 까무댕댕-하다"
11431,꺼무레-하다,형용사,엷게 꺼무스름하다.,"참고 어휘 거무레-하다, 까무레-하다"
