44992,더부룩더부룩-하다,형용사,풀이나 나무 따위가 여럿이 다 거칠게 수북하다.,
44998,더부룩-하다,형용사,풀이나 나무 따위가 거칠게 수북하다.,"참고 어휘 다보록-하다, 터부룩-하다"
45029,더북더북-하다,형용사,풀이나 나무 따위가 여기저기 아주 거칠게 수북하다.,
45035,더북-하다,형용사,풀이나 나무 따위가 아주 거칠게 수북하다.,참고 어휘 다복-하다
45607,더-없다,형용사,더할 나위가 없다.,
45886,더-하다,형용사,어떤 기준보다 정도가 심하다.,반대말 덜-하다
46354,덕적덕적-하다,형용사,먼지나 때 따위가 좀 두껍게 붙어 있다.,
46400,덕지덕지-하다,형용사,때나 먼지 따위가 아주 많이 끼어 있다.,
46654,던적-맞다,형용사,얄밉게 치사하고 더러운 데가 있다.,참고 어휘 단작-맞다
46655,던적-스럽다,형용사,하는 짓이 보기에 매우 치사하고 더러운 데가 있다.,참고 어휘 단작-스럽다
46691,던지럽다,형용사,말이나 행동이 더럽다.,참고 어휘 단지럽다
46822,덜-나다,형용사,미욱하고 덜떨어지다.,
46851,덜-되다,형용사,말이나 하는 짓이 일정한 수준에 이르지 못하거나 바르지 못하다.,
46853,덜-떨어지다,형용사,"쇠딱지가 아직 채 떨어지지 않았다는 뜻으로, 어린아이의 수준을 벗어나지 못하여 나이에 비하여 어리고 미련함을 이르는 말.",
46925,덜룽-스럽다,형용사,성미가 찬찬하고 차분하지 않은 데가 있다.,
46931,덜름-하다,형용사,입은 옷이 몸에 비하여 길이가 짧다.,참고 어휘 달람-하다
46946,덜-먹다,형용사,하는 짓이 온당하지 못하고 제멋대로 함부로 나가다.,
47085,덜퍽-스럽다,형용사,푸지고 탐스러운 데가 있다.,
47088,덜퍽-지다,형용사,푸지고 탐스럽다.,
47093,덜-하다,형용사,어떤 기준보다 정도가 약하다.,반대말 더-하다
47112,덤-거칠다,형용사,우울하고 답답하다.,
47118,덤덤-하다,형용사,평소와 같이 특별한 감정의 동요가 없이 그저 예사롭다.,"참고 어휘 담담-하다(淡淡하다), 담담-하다(淡淡하다)"
47226,덤부렁듬쑥-하다,형용사,수풀이 우거져 그윽하다.,
47314,덤턱-스럽다,형용사,매우 투박스럽게 크고 푸진 데가 있다.,
47373,덥다,형용사,대기의 온도가 높다.,반대말 춥다
47381,덥덥-스럽다,형용사,보기에 그저 무덤덤하고 한결같은 데가 있다.,
47385,덥디-덥다,형용사,더할 나위 없이 덥다.,반대말 춥디-춥다
47402,덥수룩-하다,형용사,더부룩하게 많이 난 수염이나 머리털이 어수선하게 덮여 있다.,
47428,덥절덥절-하다,형용사,행동이 남에게 붙임성이 있다.,
47476,덧-거칠다,형용사,일이 순조롭지 못하고 까탈이 많다.,
47823,덧-없다,형용사,알지 못하는 가운데 지나가는 시간이 매우 빠르다.,
47943,덩-거칠다,형용사,풀이나 나무의 덩굴이 뒤엉켜 거칠다.,
48003,덩굴-지다,형용사,마음이 뒤틀려 비꼬인 상태에 있다.,비슷한말 넝쿨-지다
48028,덩그렇다,형용사,홀로 우뚝 드러나 있다.,"참고 어휘 당그랗다, 뎅그렇다, 뎅그렇다"
48031,덩그맣다,형용사,홀로 떨어져 있다.,참고 어휘 동그맣다
48042,덩다랗다,형용사,덩그렇게 커다랗다.,
48067,덩-덩그렇다,형용사,매우 덩그렇다.,
48076,덩두렷-하다,형용사,매우 덩실하고 두렷하다.,
48078,덩둘-하다,형용사,매우 둔하고 어리석다.,
48118,덩실-하다,형용사,건물 따위가 웅장하고 시원스럽게 높다.,참고 어휘 당실-하다
48387,데-거칠다,형용사,몹시 거칠다.,
48538,데데-하다,형용사,변변하지 못하여 보잘것없다.,
48790,데면데면-하다,형용사,사람을 대하는 태도가 친밀감이 없이 예사롭다.,
48794,데면-스럽다,형용사,보기에 사람을 대하는 태도가 친밀감이 없이 예사로운 데가 있다.,
48871,데-바쁘다,형용사,몹시 바쁘다.,비슷한말 총거-하다(悤遽하다)
49004,데설-궂다,형용사,성질이 털털하고 걸걸하여 꼼꼼하지 못하다.,
49008,데설데설-하다,형용사,성질이 털털하여 꼼꼼하지 못하다.,
49160,데억-지다,형용사,정도에 지나치게 크거나 많다.,
,어휘,품사,뜻풀이,관련 어휘
16606,마닐마닐-하다,형용사,음식이 씹어 먹기에 알맞도록 부드럽고 말랑말랑하다.,
16905,마디다,형용사,쉽게 닳거나 없어지지 아니하다.,반대말 헤프다
16957,마디-지다,형용사,마디가 있다.,
16988,마땅찮다,형용사,흡족하게 마음에 들지 아니하다.,
16989,마땅-하다,형용사,행동이나 대상 따위가 일정한 조건에 어울리게 알맞다.,
17005,마뜩잖다,형용사,마음에 들 만하지 아니하다.,
17007,마뜩-하다,형용사,제법 마음에 들 만하다.,
17138,마렵다,형용사,대소변을 누고 싶은 느낌이 있다.,
20320,마지-못하다,형용사,마음이 내키지는 아니하지만 사정에 따라서 그렇게 하지 아니할 수 없다.,
20682,마침-맞다,형용사,어떤 경우나 기회에 꼭 알맞다.,
20692,마침-하다,형용사,무엇에 아주 알맞다.,
21507,막-다르다,형용사,더 나아갈 수 없도록 앞이 막혀 있다.,
21649,막돼-먹다,형용사,‘막되다’를 속되게 이르는 말.,
21650,막-되다,형용사,말이나 행실이 버릇없고 난폭하다.,
22067,막장-스럽다,형용사,보통 사람의 상식과 도덕적 기준에 어긋나는 데가 많다.,
22334,막힘-없다,형용사,일이 순조롭게 진행되어 방해받는 것이 없다.,
23179,만만찮다,형용사,보통이 아니어서 손쉽게 다룰 수 없다.,
23185,만만-하다,형용사,연하고 보드랍다.,참고 어휘 문문-하다
24234,만조-하다,형용사,얼굴이나 모습이 초라하고 잔망하다.,
24375,만질만질-하다,형용사,만지거나 주무르기 좋게 연하고 보드랍다.,
24730,많다,형용사,"수효나 분량, 정도 따위가 일정한 기준을 넘다.",반대말 적다
24731,많디-많다,형용사,더할 나위 없이 많다.,반대말 적디-적다
24926,말갛다,형용사,산뜻하게 맑다.,"참고 어휘 멀겋다, 멀겋다, 멀겋다"
25096,말그레-하다,형용사,조금 말그스름하다.,
25101,말그스레-하다,형용사,조금 맑은 듯하다.,"비슷한말 말그스름-하다, 맑스그레-하다
참고 어휘 멀그스레-하다"
25103,말그스름-하다,형용사,조금 맑은 듯하다.,"비슷한말 말그스레-하다, 맑스그레-하다
참고 어휘 멀그스름-하다"
25117,말긋말긋-하다,형용사,액체 속에 덩어리가 섞여 있다.,
25213,말끔-하다,형용사,티 없이 맑고 환하게 깨끗하다.,참고 어휘 멀끔-하다
25447,말똥말똥-하다,형용사,눈빛이나 정신 따위가 맑고 생기가 있다.,
25458,말똥-하다,형용사,눈빛이나 정신 따위가 생기가 있고 말갛다.,
25615,말랑말랑-하다,형용사,매우 또는 여기저기가 야들야들하게 보드랍고 무르다.,
25620,말랑-하다,형용사,야들야들하게 보드랍고 무르다.,
26272,말쌀-스럽다,형용사,보기에 모질고 쌀쌀한 데가 있다.,
26274,말쌀-하다,형용사,모질고 쌀쌀하다.,
26292,말썽-스럽다,형용사,보기에 자주 트집이나 시비를 일으킬 만하여 딱하고 귀찮은 데가 있다.,
26302,말쑥-하다,형용사,지저분함이 없이 말끔하고 깨끗하다.,"참고 어휘 말쑥-하다, 멀쑥-하다"
26324,말씬말씬-하다,형용사,잘 익거나 물러서 매우 또는 여기저기가 연하고 말랑말랑하다.,
26325,말씬-하다,형용사,잘 익거나 물러서 연하고 말랑하다.,
26657,말짱말짱-하다,형용사,사람의 성미가 매우 무르고 만만하다.,참고 어휘 물쩡물쩡-하다
26660,말짱-하다,형용사,흠이 없고 온전하다.,참고 어휘 멀쩡-하다
26839,말캉말캉-하다,형용사,너무 익거나 곯아서 물크러질 정도로 매우 또는 여기저기가 말랑하다.,
26840,말캉-하다,형용사,너무 익거나 곯아서 물크러질 정도로 말랑하다.,"비슷한말 말캉-거리다, 말캉-거리다"
26874,말큰말큰-하다,형용사,연하고 부드러운 느낌이 날 정도로 매우 말랑하다.,
27048,맑다,형용사,잡스럽고 탁한 것이 섞이지 아니하다.,반대말 흐리다
27054,맑디-맑다,형용사,매우 맑다.,
27057,맑스그레-하다,형용사,조금 맑은 듯하다.,"비슷한말 말그스레-하다, 말그스름-하다
참고 어휘 묽스그레-하다"
27083,맑-지다,형용사,마음이나 태도에 맑은 티가 있다.,
27213,맛깔-나다,형용사,입에 당길 만큼 음식의 맛이 있다.,비슷한말 맛깔-스럽다
27215,맛깔-스럽다,형용사,입에 당길 만큼 음식의 맛이 있다.,비슷한말 맛깔-나다
27221,맛-나다,형용사,맛이 좋다.,
27234,맛-다르다,형용사,맛이 색다르다.,
27255,맛문-하다,형용사,몹시 지친 상태에 있다.,
27257,맛-바르다,형용사,맛있게 먹던 음식이 이내 없어져 양에 차지 않는 감이 있다.,
27295,맛-스럽다,형용사,보기에 맛이 있을 듯하다.,
27308,맛-없다,형용사,음식의 맛이 나지 아니하거나 좋지 아니하다.,
27327,맛-있다,형용사,음식의 맛이 좋다.,
27332,맛-적다,형용사,재미나 흥미가 거의 없어 싱겁다.,
28108,망상-스럽다,형용사,요망하고 깜찍한 데가 있다.,
28406,망울망울-하다,형용사,우유나 풀 따위 속에 망울이 여기저기 잘고 동글게 엉겨 있다.,
28854,맞-갖다,형용사,마음이나 입맛에 꼭 맞다.,
28855,맞갖잖다,형용사,마음이나 입맛에 맞지 아니하다.,
29561,맞춤-하다,형용사,비슷한 정도로 알맞다.,
29856,매-고르다,형용사,크기나 모양 따위가 모두 가지런하다.,
30011,매끄당매끄당-하다,형용사,넘어질 듯 넘어질 듯 자꾸 밀릴 만큼 몹시 매끄럽다.,
30013,매끄당-하다,형용사,넘어질 듯 밀릴 만큼 몹시 매끄럽다.,
30016,매끄럽다,형용사,거침없이 저절로 밀리어 나갈 정도로 반드럽다.,참고 어휘 미끄럽다
30034,매끈둥매끈둥-하다,형용사,매우 부드럽고 매끄럽다.,
30035,매끈둥-하다,형용사,부드러우며 매끄럽다.,
30038,매끈매끈-하다,형용사,흠이나 거친 데가 없어 밀리어 나갈 정도로 몹시 반드럽다.,
30041,매끈-하다,형용사,흠이나 거친 데가 없이 부드럽고 반드럽다.,
30056,매끌매끌-하다,형용사,몹시 매끄럽다.,
30443,매듭-지다,형용사,마음이나 감정 따위가 순조롭게 풀리지 아니하고 맺혀 있다.,
30546,매련-스럽다,형용사,터무니없는 고집을 부릴 정도로 어리석고 둔한 데가 있다.,참고 어휘 미련-스럽다
30551,매련-하다,형용사,터무니없는 고집을 부릴 정도로 어리석고 둔하다.,
30785,매몰-스럽다,형용사,보기에 인정이나 싹싹한 맛이 없고 쌀쌀맞은 데가 있다.,
30796,매몰-차다,형용사,인정이나 싹싹한 맛이 없고 아주 쌀쌀맞다.,비슷한말 매몰-하다
30801,매몰-하다,형용사,인정이나 싹싹한 맛이 없고 쌀쌀맞다.,비슷한말 매몰-차다
31066,매섭다,형용사,남이 겁을 낼 만큼 성질이나 기세 따위가 매몰차고 날카롭다.,"비슷한말 냉혹-하다(冷酷하다)
참고 어휘 무섭다"
31175,매스껍다,형용사,먹은 것이 되넘어 올 것같이 속이 울렁거리는 느낌이 있다.,참고 어휘 메스껍다
31227,매시근-하다,형용사,기운이 없고 나른하다.,
31263,매실매실-하다,형용사,사람이 되바라지고 반드러워 얄밉다.,
31382,매옴-하다,형용사,혀가 조금 알알할 정도로 맵다.,참고 어휘 매움-하다
31411,매욱-스럽다,형용사,어리석고 둔한 데가 있다.,참고 어휘 미욱-스럽다
31413,매욱-하다,형용사,하는 짓이나 됨됨이가 어리석고 둔하다.,참고 어휘 미욱-하다
31427,매움-하다,형용사,혀가 얼얼할 정도로 맵다.,참고 어휘 매옴-하다
31618,매작지근-하다,형용사,찬기가 가시지 아니한 채 더운 기운이 있는 듯 만 듯 하다.,참고 어휘 미적지근-하다
31720,매정-스럽다,형용사,얄미울 정도로 쌀쌀맞고 인정이 없는 듯하다.,참고 어휘 무정-스럽다(無情스럽다)
31723,매정-하다,형용사,얄미울 정도로 쌀쌀맞고 인정이 없다.,"참고 어휘 무정-하다(無情하다), 무정-하다(無情하다)"
31795,매지근-하다,형용사,더운 기운이 조금 있다.,참고 어휘 미지근-하다
31985,매초롬-하다,형용사,젊고 건강하여 아름다운 태가 있다.,참고 어휘 미추룸-하다
32161,매캐-하다,형용사,연기나 곰팡이 따위의 냄새가 약간 맵고 싸하다.,참고 어휘 메케-하다
32182,매콤달콤-하다,형용사,약간 매운 맛이 나면서도 단맛이 나서 맛깔스럽다.,
32183,매콤새콤-하다,형용사,약간 매운 맛이 나면서도 신맛이 나서 맛깔스럽다.,
32185,매콤짭짤-하다,형용사,좀 매우면서 짠맛이 있다.,
32186,매콤칼칼-하다,형용사,냄새나 맛이 약간 맵거나 텁텁하여 목을 자극하는 맛이 있다.,
32187,매콤-하다,형용사,냄새나 맛이 약간 맵다.,참고 어휘 매큼-하다
32296,매큼-하다,형용사,냄새나 맛이 아주 맵다.,참고 어휘 매콤-하다
32867,맥맥-하다,형용사,코가 막혀 숨쉬기가 갑갑하다.,
33125,맥-쩍다,형용사,심심하고 재미가 없다.,
33234,맨둥맨둥-하다,형용사,산에 나무가 없어 반반하다.,
33283,맨망-스럽다,형용사,보기에 요망스럽게 까부는 데가 있다.,
33285,맨망-하다,형용사,하는 행동 따위가 요망하다.,
33360,맨송맨송-하다,형용사,몸에 털이 있어야 할 곳에 털이 없어 반반하다.,
33649,맵다,형용사,고추나 겨자와 같이 맛이 알알하다.,
33655,맵디-맵다,형용사,매우 맵다.,
33659,맵살-스럽다,형용사,말이나 행동이 남에게 미움을 받을 만한 데가 있다.,참고 어휘 밉살-스럽다
33668,맵시-롭다,형용사,맵시가 있다.,
33674,맵-싸하다,형용사,맵고 싸하다.,
33682,맵자-하다,형용사,모양이 제격에 어울려서 맞다.,
33691,맵-짜다,형용사,음식의 맛이 맵고 짜다.,
33697,맵-차다,형용사,맵고 차다.,
33750,맷맷-하다,형용사,생김새가 매끈하게 곧고 길다.,참고 어휘 밋밋-하다
33841,맹근-하다,형용사,약간 매지근하다.,참고 어휘 밍근-하다
33948,맹맹-하다,형용사,음식 따위가 제맛이 나지 아니하고 싱겁다.,참고 어휘 밍밍-하다
33994,맹물-스럽다,형용사,사람이나 일이 매우 싱겁고 재미가 없다.,비슷한말 냉수-스럽다(冷水스럽다)
34068,맹숭맹숭-하다,형용사,몸에 털이 있어야 할 곳이 벗어져 반반하다.,
34330,맹-하다,형용사,싱겁고 흐리멍덩하여 멍청한 듯하다.,
34418,먀얄먀얄-하다,형용사,성질이나 태도가 쌀쌀하고 뻣뻣하다.,
34423,먈갛다,형용사,환하게 말갛다.,참고 어휘 밀겋다
34425,먈쑥-하다,형용사,모양이 지저분하지 않고 유난히 깨끗하다.,
